winner_id,loser_id,action,reason,fields_unioned,tags_moved,views_transferred
535252,535271,merged,,,0,0
535252,535272,merged,,,0,0
535252,535273,merged,,,0,0
535252,535274,merged,,,0,0
535252,535275,merged,,,0,0
535252,535276,merged,,,0,0
535252,535277,merged,,,0,0
535286,535287,merged,,,0,0
535288,535289,merged,,,0,0
539658,539659,merged,,,0,0
539658,539660,merged,,,0,0
541087,541088,merged,,,0,0
541093,541094,merged,,,0,0
541093,541095,merged,,,0,0
541096,541097,merged,,,0,0
541096,541098,merged,,,0,0
541103,541104,merged,,,0,0
541103,541105,merged,,,0,0
541103,541106,merged,,,0,0
541113,541114,merged,,,0,0
541115,541116,merged,,,0,0
541115,541117,merged,,,0,0
541120,541121,merged,,,0,0
541120,541122,merged,,,0,0
541123,541124,merged,,,0,0
541123,541125,merged,,,0,0
541123,541126,merged,,,0,0
541123,541129,merged,,,0,0
541127,541128,merged,,,0,0
541130,541131,merged,,,0,0
541139,541140,merged,,,0,0
541139,541141,merged,,,0,0
541139,541143,merged,,,0,0
541139,541144,merged,,,0,0
541139,541145,merged,,,0,0
541139,541146,merged,,,0,0
541139,541148,merged,,,0,0
541139,541149,merged,,,0,0
541139,541150,merged,,,0,0
541139,541151,merged,,,0,0
541139,541152,merged,,,0,0
541135,541136,merged,,,0,0
541135,541137,merged,,,0,0
541154,541155,merged,,,0,0
541154,541156,merged,,,0,0
541157,541158,merged,,,0,0
541161,541163,merged,,,0,0
541758,541759,merged,,,0,0
542214,542215,merged,,,0,0
542214,542216,merged,,,0,0
542214,542217,merged,,,0,0
542238,542239,merged,,,0,0
542287,542288,merged,,,0,0
542304,542305,merged,,,0,0
542308,542309,merged,,,0,0
542322,542323,merged,,,0,0
542322,542324,merged,,,0,0
542332,542333,merged,,,0,0
542332,542334,merged,,,0,0
542342,542343,merged,,,0,0
542342,542344,merged,,,0,0
542388,542389,merged,,,0,0
542388,542390,merged,,,0,0
542409,542410,merged,,,0,0
542409,542411,merged,,,0,0
542869,542870,merged,,,0,0
542924,542925,merged,,,0,0
542932,542933,merged,,,0,0
542932,542934,merged,,,0,0
545129,545130,merged,,,0,0
545133,545134,merged,,,0,0
545167,545168,merged,,,0,0
545169,545170,merged,,,0,0
545169,545171,merged,,,0,0
545169,545172,merged,,,0,0
545169,545173,merged,,,0,0
545174,545175,merged,,,0,0
545180,545181,merged,,,0,0
545180,545182,merged,,,0,0
545183,545184,merged,,,0,0
547843,547844,merged,,,0,0
548198,548199,merged,,,0,0
548537,548538,merged,,,0,0
548626,548627,merged,,,0,0
549691,549692,merged,,,0,0
549694,549695,merged,,,0,0
552872,552873,merged,,,0,0
553086,553087,merged,,,0,0
553952,553953,merged,,,0,0
553952,553954,merged,,,0,0
555103,555104,merged,,,0,0
555103,555105,merged,,,0,0
555106,555107,merged,,,0,0
555108,555109,merged,,,0,0
555108,555110,merged,,,0,0
555108,555111,merged,,,0,0
555738,555739,merged,,,0,0
555738,555740,merged,,,0,0
555967,555968,merged,,,0,0
555969,555970,merged,,,0,0
555972,555973,merged,,,0,0
555974,555975,merged,,,0,0
555974,555976,merged,,,0,0
556958,556959,merged,,,0,0
556958,556960,merged,,,0,0
556962,556963,merged,,,0,0
556964,556965,merged,,,0,0
556987,556988,merged,,,0,0
556990,556991,merged,,,0,0
556990,556992,merged,,,0,0
556997,556998,merged,,,0,0
556997,556999,merged,,,0,0
556997,557000,merged,,,0,0
556997,557001,merged,,,0,0
556997,557002,merged,,,0,0
557021,557022,merged,,,0,0
557021,557023,merged,,,0,0
557021,557024,merged,,,0,0
557021,557025,merged,,,0,0
557021,557026,merged,,,0,0
557021,557027,merged,,,0,0
557021,557028,merged,,,0,0
557021,557029,merged,,,0,0
557021,557030,merged,,,0,0
557040,557041,merged,,,0,0
557055,557056,merged,,,0,0
557058,557059,merged,,,0,0
557065,557066,merged,,,0,0
557065,557067,merged,,,0,0
557083,557084,merged,,,0,0
560827,560828,merged,,,0,0
560872,560873,merged,,,0,0
566739,566740,merged,,,0,0
566741,566742,merged,,,0,0
566748,566749,merged,,,0,0
566748,566750,merged,,,0,0
566760,566761,merged,,,0,0
566954,566955,merged,,,0,0
568255,568256,merged,,,0,0
568668,568669,merged,,,0,0
568673,568674,merged,,,0,0
568713,568714,merged,,,0,0
568715,568716,merged,,,0,0
568715,568717,merged,,,0,0
568715,568718,merged,,,0,0
568715,568756,merged,,,0,0
568719,568720,merged,,,0,0
568719,568721,merged,,,0,0
568719,568722,merged,,,0,0
568719,568723,merged,,,0,0
568719,568724,merged,,,0,0
568719,568757,merged,,,0,0
568725,568726,merged,,,0,0
568725,568727,merged,,,0,0
568725,568728,merged,,,0,0
568725,568729,merged,,,0,0
568725,568730,merged,,,0,0
568725,568731,merged,,,0,0
568725,568732,merged,,,0,0
568725,568733,merged,,,0,0
568725,568734,merged,,,0,0
568739,568740,merged,,,0,0
568739,568741,merged,,,0,0
568739,568742,merged,,,0,0
568739,568743,merged,,,0,0
568739,568744,merged,,,0,0
568746,568747,merged,,,0,0
568746,568748,merged,,,0,0
568746,568749,merged,,,0,0
568746,568750,merged,,,0,0
568746,568751,merged,,,0,0
569992,569993,merged,,,0,0
569996,569997,merged,,,0,0
570580,570581,merged,,,0,0
570582,570583,merged,,,0,0
570584,570585,merged,,,0,0
570588,570589,merged,,,0,0
570591,570592,merged,,,0,0
570593,570594,merged,,,0,0
570595,570596,merged,,,0,0
570633,570634,merged,,,0,0
570633,570635,merged,,,0,0
571600,571601,merged,,,0,0
572415,572416,merged,,,0,0
573345,573346,merged,,,0,0
573708,573709,merged,,,0,0
574414,574415,merged,,,0,0
574439,574440,merged,,,0,0
574528,574529,merged,,,0,0
575215,575216,merged,,,0,0
575259,575262,merged,,,0,0
575260,575259,merged,,,0,0
576155,576156,merged,,,0,0
576155,576157,merged,,,0,0
576160,576162,merged,,,0,0
576163,576164,merged,,,0,0
576165,576166,merged,,,0,0
576176,576177,merged,,,0,0
576223,576224,merged,,,0,0
576223,576225,merged,,,0,0
576223,576226,merged,,,0,0
576230,576231,merged,,,0,0
578326,578327,merged,,,0,0
578326,578328,merged,,,0,0
578565,578566,merged,,,0,0
581055,581056,merged,,,0,0
581055,581057,merged,,,0,0
581055,581058,merged,,,0,0
581055,581059,merged,,,0,0
581055,581060,merged,,,0,0
581066,581067,merged,,,0,0
581066,581068,merged,,,0,0
581066,581069,merged,,,0,0
581066,581070,merged,,,0,0
581066,581071,merged,,,0,0
581084,581085,merged,,,0,0
581102,581103,merged,,,0,0
581112,581113,merged,,,0,0
584112,584113,merged,,,0,0
585322,585323,merged,,,0,0
586067,586068,merged,,,0,0
587004,587005,merged,,,0,0
589146,589147,merged,,,0,0
589516,589517,merged,,,0,0
589516,589518,merged,,,0,0
589516,589519,merged,,,0,0
589516,589520,merged,,,0,0
589516,589521,merged,,,0,0
589516,589522,merged,,,0,0
589516,589523,merged,,,0,0
589516,589524,merged,,,0,0
589516,589525,merged,,,0,0
589593,589594,merged,,,0,0
590267,590269,merged,,,0,0
590803,590804,merged,,,0,0
590917,590918,merged,,,0,0
590917,590920,merged,,,0,0
590917,590926,merged,,,0,0
590919,590921,merged,,,0,0
590919,590922,merged,,,0,0
590919,590923,merged,,,0,0
590919,590927,merged,,,0,0
590919,590928,merged,,,0,0
590919,590931,merged,,,0,0
590924,590929,merged,,,0,0
590924,590932,merged,,,0,0
591248,591249,merged,,,0,0
591327,591329,merged,,,0,0
591627,591628,merged,,,0,0
594284,594285,merged,,,0,0
594291,594292,merged,,,0,0
594295,594296,merged,,,0,0
594295,594297,merged,,,0,0
594295,594298,merged,,,0,0
594299,594301,merged,,,0,0
594302,594303,merged,,,0,0
594304,594305,merged,,,0,0
594319,594320,merged,,,0,0
594328,594329,merged,,,0,0
594335,594336,merged,,,0,0
595397,595398,merged,,,0,0
595397,595399,merged,,,0,0
595875,595876,merged,,,0,0
600477,600478,merged,,,0,0
600916,600917,merged,,,0,0
603062,603063,merged,,,0,0
591434,591435,merged,,,0,0
562428,562429,merged,,,0,0
593556,593557,merged,,,0,0
561222,561223,merged,,,0,0
587916,587917,merged,,,0,0
587916,587918,merged,,,0,0
541700,541701,merged,,,0,0
547312,547313,merged,,,0,0
547311,547312,merged,,,0,0
588601,588602,merged,,,0,0
563841,563842,merged,,,0,0
562784,562785,merged,,,0,0
591555,591556,merged,,,0,0
534796,534797,merged,,,0,0
546476,546477,merged,,,0,0
547309,547310,merged,,,0,0
561214,561215,merged,,,0,0
577582,577583,merged,,,0,0
603200,603201,merged,,,0,0
545234,545235,merged,,,0,0
547308,547309,merged,,,0,0
551871,551872,merged,,,0,0
554667,554668,merged,,,0,0
554965,554966,merged,,,0,0
562987,562988,merged,,,0,0
563870,563871,merged,,,0,0
568815,568816,merged,,,0,0
571461,571462,merged,,,0,0
577581,577582,merged,,,0,0
580036,580037,merged,,,0,0
595209,595210,merged,,,0,0
603199,603200,merged,,,0,0
551870,551871,merged,,,0,0
551870,551873,merged,,,0,0
554964,554965,merged,,,0,0
554964,554967,merged,,,0,0
556865,556866,merged,,,0,0
565825,565826,merged,,,0,0
591905,591906,merged,,,0,0
592971,592972,merged,,,0,0
595799,595800,merged,,,0,0
557016,557118,merged,,,0,0
558537,558538,merged,,,0,0
577419,577420,merged,,,0,0
585494,585495,merged,,,0,0
588241,588242,merged,,,0,0
591296,591297,merged,,,0,0
591904,591905,merged,,,0,0
591908,591909,merged,,,0,0
602472,602479,merged,,,0,0
532809,532810,merged,,,0,0
535804,535805,merged,,,0,0
542108,542109,merged,,,0,0
560250,560252,merged,,,0,0
571618,571619,merged,,,0,0
572058,572059,merged,,,0,0
577418,577419,merged,,,0,0
585493,585494,merged,,,0,0
585493,585496,merged,,,0,0
587759,587760,merged,,,0,0
603709,603710,merged,,,0,0
535667,535668,merged,,,0,0
551152,551153,merged,,,0,0
551865,551866,merged,,,0,0
554695,554696,merged,,,0,0
560248,560250,merged,,,0,0
576967,576968,merged,,,0,0
533610,533611,merged,,,0,0
535666,535667,merged,,,0,0
542004,542005,merged,,,0,0
551864,551865,merged,,,0,0
551864,551867,merged,,,0,0
551868,551869,merged,,,0,0
554694,554695,merged,,,0,0
555864,555865,merged,,,0,0
571364,571365,merged,,,0,0
572872,572873,merged,,,0,0
573100,573101,merged,,,0,0
576966,576967,merged,,,0,0
557432,557433,merged,,,0,0
579571,579579,merged,,,0,0
530970,530971,merged,,,0,0
533407,533408,merged,,,0,0
539583,539584,merged,,,0,0
543294,543295,merged,,,0,0
544702,544703,merged,,,0,0
550878,550879,merged,,,0,0
552932,552933,merged,,,0,0
552981,552982,merged,,,0,0
555863,555864,merged,,,0,0
558530,558531,merged,,,0,0
561586,561587,merged,,,0,0
565859,565860,merged,,,0,0
572871,572872,merged,,,0,0
577427,577428,merged,,,0,0
579130,579131,merged,,,0,0
579134,579135,merged,,,0,0
584041,584043,merged,,,0,0
584176,584177,merged,,,0,0
584224,584225,merged,,,0,0
595474,595475,merged,,,0,0
557012,557115,merged,,,0,0
557031,557012,merged,,,0,0
568652,568759,merged,,,0,0
555960,555974,merged,,,0,0
533560,533561,merged,,,0,0
536574,536575,merged,,,0,0
537942,537943,merged,,,0,0
541458,541459,merged,,,0,0
542524,542525,merged,,,0,0
543035,543036,merged,,,0,0
543830,543831,merged,,,0,0
546327,546328,merged,,,0,0
549405,549406,merged,,,0,0
550877,550878,merged,,,0,0
558201,558202,merged,,,0,0
558529,558530,merged,,,0,0
574313,574314,merged,,,0,0
574481,574482,merged,,,0,0
579129,579130,merged,,,0,0
579129,579132,merged,,,0,0
579133,579134,merged,,,0,0
579978,579986,merged,,,0,0
587595,587596,merged,,,0,0
600079,600080,merged,,,0,0
601489,601490,merged,,,0,0
530802,530803,merged,,,0,0
531905,531906,merged,,,0,0
533526,533551,merged,,,0,0
544506,544507,merged,,,0,0
553984,553985,merged,,imslp_url,0,0
554125,554126,merged,,,0,0
556333,556334,merged,,,0,0
558195,558196,merged,,,0,0
558200,558201,merged,,,0,0
572429,572430,merged,,,0,0
574312,574313,merged,,,0,0
574312,574315,merged,,,0,0
574316,574317,merged,,,0,0
574480,574481,merged,,,0,0
577574,577575,merged,,,0,0
580431,580434,merged,,,0,0
585143,585144,merged,,,0,0
598814,598815,merged,,,0,0
601922,601923,merged,,,0,0
534927,534928,merged,,,0,0
536353,536354,merged,,,0,0
539444,539445,merged,,,0,0
552974,552975,merged,,,0,0
555839,555840,merged,,,0,0
558194,558195,merged,,,0,0
558194,558197,merged,,,0,0
558198,558199,merged,,,0,0
565244,565245,merged,,,0,0
578009,578010,merged,,,0,0
594966,594967,merged,,,0,0
596540,596541,merged,,,0,0
542666,542675,merged,,imslp_url,0,0
542667,542676,merged,,imslp_url,0,0
571622,571623,merged,,,0,0
585677,585678,merged,,,0,0
590494,590495,merged,,,0,0
591089,591090,merged,,,0,0
594127,594190,merged,,,0,0
531290,531291,merged,,,0,0
533525,533603,merged,,,0,0
534043,534044,merged,,,0,0
534553,534554,merged,,,0,0
534743,534746,merged,,,0,0
547113,547115,merged,,imslp_url,0,0
550147,550165,merged,,,0,0
552280,552281,merged,,,0,0
554773,554774,merged,,,0,0
559252,559253,merged,,,0,0
568644,568652,merged,,,0,0
574523,574524,merged,,,0,0
584213,584214,merged,,,0,0
600544,600545,merged,,,0,0
538514,538515,merged,,,0,0
539191,539192,merged,,,0,0
540255,540256,merged,,,0,0
543618,543619,merged,,,0,0
585769,585770,merged,,,0,0
534457,534458,merged,,,0,0
555960,555977,merged,,,0,0
534495,534496,merged,,,0,0
534862,534863,merged,,,0,0
548573,548574,merged,,,0,0
560579,560580,merged,,,0,0
560579,560581,merged,,,0,0
564610,564611,merged,,,0,0
565234,565236,merged,,,0,0
566377,566378,merged,,,0,0
578227,578228,merged,,,0,0
596002,596003,merged,,,0,0
603931,603932,merged,,,0,0
572838,572839,merged,,,0,0
584436,584437,merged,,,0,0
546793,546794,merged,,,0,0
570693,570694,merged,,,0,0
534533,534534,merged,,,0,0
536309,536310,merged,,,0,0
543816,543817,merged,,,0,0
557021,557127,merged,,,0,0
557032,557021,merged,,,0,0
564609,564610,merged,,,0,0
577414,577415,merged,,,0,0
577920,577922,merged,,,0,0
587807,587808,merged,,,0,0
597950,597952,merged,,,0,0
534003,534004,merged,,,0,0
537436,537437,merged,,,0,0
544847,544848,merged,,,0,0
594295,594322,merged,,,0,0
539787,539841,merged,,,0,0
538151,538152,merged,,,0,0
538151,538153,merged,,,0,0
538151,538154,merged,,,0,0
556234,556236,merged,,,0,0
580431,580433,merged,,,0,0
601885,601886,merged,,,0,0
541083,541099,merged,,,0,0
542220,542342,merged,,,0,0
543796,543821,merged,,,0,0
576155,576180,merged,,,0,0
579902,579903,merged,,,0,0
579902,579904,merged,,,0,0
579902,579905,merged,,,0,0
590417,590418,merged,,,0,0
542308,542332,merged,,,0,0
534682,534683,merged,,,0,0
535811,535812,merged,,,0,0
535811,535813,merged,,,0,0
548803,548805,merged,,,0,0
552116,552121,merged,,,0,0
534884,534885,merged,,,0,0
598672,598684,merged,,,0,0
533890,533891,merged,,,0,0
582782,582783,merged,,,0,0
582782,582784,merged,,,0,0
587285,587315,merged,,,0,0
565291,565292,merged,,,0,0
535803,535804,skipped,loser has view_count=1,,,
541086,541093,merged,,,0,0
595597,595598,merged,,,0,0
554150,554151,merged,,,0,0
554150,554152,merged,,,0,0
535635,535636,merged,,,0,0
535635,535637,merged,,,0,0
535635,535638,merged,,,0,0
541226,541232,merged,,,0,0
541234,541235,merged,,,0,0
558877,558878,merged,,,0,0
561503,561504,merged,,,0,0
566101,566102,merged,,,0,0
590764,590765,merged,,,0,0
598910,598941,merged,,,0,0
600867,600868,merged,,,0,0
546293,546294,merged,,,0,0
537405,537406,merged,,,0,0
540915,540916,merged,,,0,0
553586,553587,merged,,,0,0
569697,569698,merged,,,0,0
590340,590341,merged,,,0,0
583628,583629,merged,,,0,0
540966,540967,merged,,,0,0
572614,572667,merged,,,0,0
590146,590147,merged,,,0,0
566686,566687,merged,,,0,0
596537,596538,merged,,,0,0
549712,549713,merged,,,0,0
590126,590128,merged,,,0,0
546839,546840,merged,,,0,0
553927,553928,merged,,,0,0
554124,554128,merged,,,0,0
559105,559106,merged,,,0,0
565040,565048,merged,,,0,0
570569,570588,merged,,,0,0
580897,580901,merged,,,0,0
587168,587169,merged,,,0,0
588306,588307,merged,,,0,0
593535,593536,merged,,,0,0
600514,600516,merged,,,0,0
604516,604517,merged,,,0,0
604811,604812,merged,,,0,0
556505,556506,merged,,,0,0
535803,535804,skipped,loser has view_count=1,,,
533942,533943,merged,,,0,0
550111,550130,merged,,,0,0
542252,542404,merged,,,0,0
569805,569847,merged,,,0,0
573179,573185,merged,,,0,0
578445,578446,merged,,,0,0
590238,590267,merged,,,0,0
550898,550899,merged,,,0,0
594525,594526,merged,,,0,0
539788,539807,merged,,,0,0
579681,579708,merged,,,0,0
594338,594342,merged,,,0,0
587654,587655,merged,,,0,0
544173,544177,merged,,,0,0
596455,596456,merged,,,0,0
596676,596677,merged,,,0,0
542336,542337,merged,,,0,0
538992,538993,merged,,,0,0
544650,544739,merged,,,0,0
548418,548450,merged,,,0,0
548421,548418,merged,,,0,0
549404,549405,merged,,,0,0
549404,549407,merged,,,0,0
549808,549925,merged,,,0,0
552495,552497,merged,,,0,0
553951,553975,merged,,sheerpluck_url,0,0
563837,563838,merged,,,0,0
588893,588919,merged,,,0,0
588895,588893,merged,,,0,0
599283,599307,merged,,,0,0
582422,582436,merged,,,0,0
542303,542304,merged,,,0,0
570586,570587,merged,,,0,0
585733,585734,merged,,,0,0
594339,594338,merged,,,0,0
600514,600515,merged,,,0,0
544298,544299,merged,,,0,0
534276,534277,merged,,,0,0
580727,580728,merged,,,0,0
589797,589798,merged,,,0,0
570011,570016,merged,,,0,0
580445,580447,merged,,,0,0
530749,530755,merged,,,0,0
532118,532119,merged,,,0,0
532313,532328,merged,,,0,0
532700,532701,merged,,,0,0
534034,534035,merged,,,0,0
538227,538228,merged,,,0,0
538227,538230,merged,,,0,0
542771,542772,merged,,,0,0
543012,543013,merged,,,0,0
549899,549900,merged,,,0,0
551339,551340,merged,,,0,0
554124,554125,merged,,,0,0
554124,554127,merged,,,0,0
554352,554353,merged,,,0,0
555557,555587,merged,,,0,0
557087,557091,merged,,,0,0
557088,557087,merged,,,0,0
557089,557088,merged,,,0,0
560309,560310,merged,,,0,0
563615,563616,merged,,,0,0
565968,565969,merged,,,0,0
570191,570192,merged,,,0,0
570575,570576,merged,,,0,0
570569,570590,merged,,,0,0
573438,573441,merged,,,0,0
574303,574304,merged,,,0,0
580897,580898,merged,,,0,0
580897,580900,merged,,,0,0
582461,582462,merged,,,0,0
589369,589370,merged,,,0,0
590473,590474,merged,,,0,0
592377,592378,merged,,,0,0
594299,594300,merged,,,0,0
542310,542437,merged,,,0,0
557114,557031,merged,,,0,0
561875,561879,merged,,,0,0
564771,564774,merged,,,0,0
542264,542385,merged,,,0,0
536137,536147,merged,,,0,0
563271,563272,merged,,,0,0
565796,565797,merged,,,0,0
573371,573372,merged,,,0,0
585807,585808,merged,,,0,0
590249,590251,merged,,,0,0
590249,590252,merged,,,0,0
596179,596180,merged,,,0,0
537597,537598,merged,,,0,0
541113,541130,merged,,,0,0
601574,601575,merged,,,0,0
533328,533329,merged,,,0,0
533616,533618,merged,,,0,0
554022,554024,merged,,,0,0
557057,557089,merged,,,0,0
566525,566547,merged,,,0,0
570885,570893,merged,,,0,0
573408,573409,merged,,,0,0
574213,574214,merged,,,0,0
584490,584491,merged,,,0,0
598529,598570,merged,,,0,0
601250,601264,merged,,,0,0
531496,531497,merged,,,0,0
531496,531498,merged,,,0,0
538522,538523,merged,,,0,0
547250,547251,merged,,,0,0
547250,547252,merged,,,0,0
571658,571659,merged,,,0,0
590238,590268,merged,,,0,0
532493,532494,merged,,,0,0
595080,595084,merged,,,0,0
538227,538229,merged,,,0,0
563362,563411,merged,,,0,0
585240,585241,merged,,,0,0
592901,592910,merged,,,0,0
598432,598433,merged,,,0,0
601680,601681,merged,,,0,0
533328,533330,merged,,,0,0
571135,571136,merged,,,0,0
573417,573418,merged,,,0,0
577648,577667,merged,,,0,0
543030,543031,merged,,,0,0
549120,549121,merged,,,0,0
559596,559597,merged,,,0,0
587447,587448,merged,,,0,0
594290,594295,merged,,,0,0
594321,594290,merged,,,0,0
603328,603329,merged,,,0,0
603366,603367,merged,,,0,0
539783,539830,merged,,,0,0
557064,557065,merged,,,0,0
570578,570579,merged,,,0,0
595727,595728,merged,,,0,0
539255,539256,merged,,,0,0
541013,541014,merged,,,0,0
539201,539252,merged,,,0,0
549439,549440,merged,,,0,0
554851,554852,merged,,,0,0
556818,556819,merged,,,0,0
558755,558756,merged,,,0,0
573166,573179,merged,,,0,0
575371,575391,merged,,,0,0
581184,581186,merged,,,0,0
584681,584695,merged,,,0,0
592991,592992,error,"server closed the connection unexpectedly
	This probably means the server terminated abnormally
	before or while processing the request.
server closed the connection unexpectedly
	This probably means the server terminated abnormally
	before or while processing the request.
",,,
598533,598535,merged,,,0,0
